"Class","Name","Icon Path"
"CUP_4Rnd_Hydra_Pod_19_Full_M","",""
"CUP_4Rnd_Hydra_Pod_19_M","",""
"CUP_4Rnd_Hydra_Pod_7_Full_M","",""
"CUP_4Rnd_Igla_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_igla_ca.paa"
"CUP_4Rnd_KAB250_M","",""
"CUP_4Rnd_Kh29L_M","",""
"CUP_4Rnd_Missile_AA_03_F","",""
"CUP_4Rnd_Mk82_M","",""
"CUP_4Rnd_MK82_Rack_M","",""
"CUP_4Rnd_pylonblank_M","",""
"CUP_4Rnd_S5_Pod_Big_M","",""
"CUP_4Rnd_S5_Pod_Small_M","",""
"CUP_4Rnd_S8_Pod_Air_M","",""
"CUP_4Rnd_S8_Pod_Heli_M","",""
"CUP_4Rnd_Sidewinder_A10_Pod_M","",""
"CUP_4Rnd_Stinger_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_stinger_ca.paa"
"CUP_500Rnd_TE2_Green_Tracer_145x115_KPVT_M","",""
"CUP_50Rnd_127x108_KORD_M","",""
"CUP_50Rnd_556x45_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_50Rnd_556x45_Green_Tracer_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_50Rnd_556x45_Red_Tracer_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_50Rnd_570x28_Green_Tracer_P90_M","","\a3\weapons_f_mod\data\m_adr97mag_ca.paa"
"CUP_50Rnd_570x28_Red_Tracer_P90_M","","\a3\weapons_f_mod\data\m_adr97mag_ca.paa"
"CUP_50Rnd_570x28_Yellow_Tracer_P90_M","","\a3\weapons_f_mod\data\m_adr97mag_ca.paa"
"CUP_50Rnd_762x51_B_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_50rnd_ca.paa"
"CUP_50Rnd_B_765x17_Ball_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_50rnd_sa61_ca.paa"
"CUP_50Rnd_TE1_Green_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_50rnd_ca.paa"
"CUP_50Rnd_TE1_Red_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_50rnd_ca.paa"
"CUP_50Rnd_TE1_White_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_50rnd_ca.paa"
"CUP_50Rnd_TE1_Yellow_Tracer_762x51_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_50rnd_ca.paa"
"CUP_50Rnd_TE2_LRT4_Green_Tracer_145x115_KPVT_M","",""
"CUP_50Rnd_TE2_LRT4_Green_Tracer_145x115_KPVT_MDZ_M","",""
"CUP_50Rnd_TE2_LRT4_Green_Tracer_23mm_GSh23L_APHE_M","",""
"CUP_50Rnd_TE2_LRT4_Green_Tracer_23mm_KPVB_APHE_M","",""
"CUP_50Rnd_TE3_LRT5_127x107_DSHKM_M","",""
"CUP_50Rnd_UK59_762x54R_Tracer","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pk_ca.paa"
"CUP_520Rnd_TE2_23mm_GSh23L_APHE_M","",""
"CUP_5Rnd_127x108_KSVK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ksvk_ca.paa"
"CUP_5Rnd_127x99_as50_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_as50_ca.paa"
"CUP_5Rnd_762x51_M24","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M24_CA.paa"
"CUP_5Rnd_762x54_Mosin_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M24_CA"
"CUP_5Rnd_762x67_G22","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_lrr_CA.paa"
"CUP_5Rnd_86x70_L115A1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_lrr_CA.paa"
"CUP_5Rnd_AT11_M","",""
"CUP_5Rnd_AT5_BRDM2_M","",""
"CUP_5Rnd_B_Saiga12_Bird_4","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_0","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_00","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_1","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_2","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_3","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Buck_4","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_HE","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_B_Saiga12_Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_5Rnd_pylonblank_M","",""
"CUP_5Rnd_TE1_Red_Tracer_L34WP_L30A1_Cannon_M","",""
"CUP_5x_22_LR_17_HMR_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M24_CA.paa"
"CUP_60Rnd_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_quadstack_ca.paa"
"CUP_60Rnd_556x45_SureFire","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_60surefire_ca.paa"
"CUP_60Rnd_556x45_SureFire_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_60surefire_ca.paa"
"CUP_60Rnd_556x45_SureFire_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_60surefire_ca.paa"
"CUP_60Rnd_556x45_SureFire_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_60surefire_ca.paa"
"CUP_60Rnd_TE1_Green_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_quadstack_ca.paa"
"CUP_60Rnd_TE1_Red_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_quadstack_ca.paa"
"CUP_60Rnd_TE1_White_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_quadstack_ca.paa"
"CUP_60Rnd_TE1_Yellow_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_quadstack_ca.paa"
"CUP_64Rnd_9x19_Bizon_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_bizon_ca.paa"
"CUP_64Rnd_Green_Tracer_9x19_Bizon_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_bizon_ca.paa"
"CUP_64Rnd_Red_Tracer_9x19_Bizon_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_bizon_ca.paa"
"CUP_64Rnd_S5_M","",""
"CUP_64Rnd_White_Tracer_9x19_Bizon_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_bizon_ca.paa"
"CUP_64Rnd_Yellow_Tracer_9x19_Bizon_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_bizon_ca.paa"
"CUP_6Rnd_120mm_Smoke_M929","",""
"CUP_6Rnd_12Gauge_HE","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No00_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No0_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No1_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No2_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No3_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No4_Bird","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_bird_ca.paa"
"CUP_6Rnd_12Gauge_Pellets_No4_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_12Gauge_Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_6Rnd_45ACP_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_revolver_ca.paa"
"CUP_6Rnd_762x51_R700","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_M24_CA.paa"
"CUP_6Rnd_AGM65_Maverick_M","",""
"CUP_6Rnd_AT13_M","",""
"CUP_6Rnd_B_Beneli_74Pellets","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_6Rnd_B_Benelli_74Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_6Rnd_CRV7_C15_HE_M","",""
"CUP_6Rnd_CRV7_C15_KEP_M","",""
"CUP_6Rnd_CRV7_C18_HE_M","",""
"CUP_6Rnd_CRV7_C18_KEP_M","",""
"CUP_6Rnd_CRV7_Pod_19_M","",""
"CUP_6Rnd_FlareGreen_GP25_M","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareGreen_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareRed_GP25_M","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareRed_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareWhite_GP25_M","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareWhite_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareYellow_GP25_M","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_FlareYellow_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmFlare_CA.paa"
"CUP_6Rnd_GBU12_M","",""
"CUP_6Rnd_HE_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_he_ca.paa"
"CUP_6Rnd_HE_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmHP_CA.paa"
"CUP_6Rnd_HE_M203_heli","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmHP_CA.paa"
"CUP_6Rnd_KAB250_M","",""
"CUP_6Rnd_Kh29L_M","",""
"CUP_6Rnd_Mk82_M","",""
"CUP_6Rnd_pylonblank_M","",""
"CUP_6Rnd_Smoke_GP25","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_Smoke_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeGreen_GP25","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeGreen_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeRed_GP25","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeRed_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeYellow_GP25","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_SmokeYellow_M203","","\CUP\Weapons\CUP_Weapons_GrenadeLaunchers\data\ui\m_6x40mmSmoke_CA.paa"
"CUP_6Rnd_TOW2_M","",""
"CUP_6Rnd_TOW_HMMWV_M","",""
"CUP_750Rnd_TE1_30mm_GSh302K_HE_M","",""
"CUP_750Rnd_TE1_Green_Tracer_GI2_20mm_AP_M","",""
"CUP_750Rnd_TE1_Green_Tracer_GI2_20mm_APHE_M","",""
"CUP_750Rnd_TE1_Green_Tracer_GI2_20mm_HE_M","",""
"CUP_750Rnd_TE1_Red_Tracer_GI2_20mm_AP_M","",""
"CUP_750Rnd_TE1_Red_Tracer_GI2_20mm_APHE_M","",""
"CUP_750Rnd_TE1_Red_Tracer_GI2_20mm_HE_M","",""
"CUP_750Rnd_TE1_Yellow_Tracer_GI2_20mm_AP_M","",""
"CUP_750Rnd_TE1_Yellow_Tracer_GI2_20mm_APHE_M","",""
"CUP_750Rnd_TE1_Yellow_Tracer_GI2_20mm_HE_M","",""
"CUP_750Rnd_TE2_Green_Tracer_M197_20mm_AP_M","",""
"CUP_750Rnd_TE2_Green_Tracer_M197_20mm_API_M","",""
"CUP_750Rnd_TE2_Green_Tracer_M197_20mm_HEI_M","",""
"CUP_750Rnd_TE2_Red_Tracer_M197_20mm_AP_M","",""
"CUP_750Rnd_TE2_Red_Tracer_M197_20mm_API_M","",""
"CUP_750Rnd_TE2_Red_Tracer_M197_20mm_HEI_M","",""
"CUP_750Rnd_TE2_Yellow_Tracer_M197_20mm_AP_M","",""
"CUP_750Rnd_TE2_Yellow_Tracer_M197_20mm_API_M","",""
"CUP_750Rnd_TE2_Yellow_Tracer_M197_20mm_HEI_M","",""
"CUP_75Rnd_TE4_LRT4_Green_Tracer_545x39_RPK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_RPK_74_CA.paa"
"CUP_75Rnd_TE4_LRT4_Green_Tracer_762x39_RPK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_RPK_74_CA.paa"
"CUP_76Rnd_CRV7_C15_HE_M","",""
"CUP_76Rnd_CRV7_C15_KEP_M","",""
"CUP_76Rnd_CRV7_C18_HE_M","",""
"CUP_76Rnd_CRV7_C18_KEP_M","",""
"CUP_76Rnd_CRV7_FAT_M","",""
"CUP_7Rnd_45ACP_1911","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\mag_45acp_ca.paa"
"CUP_7Rnd_50AE_Deagle","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\mag_45acp_ca.paa"
"CUP_7Rnd_B_CZ584_OFP","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_7Rnd_CRV7_C15_HE_M","",""
"CUP_7Rnd_CRV7_C15_KEP_M","",""
"CUP_7Rnd_CRV7_C18_HE_M","",""
"CUP_7Rnd_CRV7_C18_KEP_M","",""
"CUP_7Rnd_FFAR_M","",""
"CUP_7Rnd_pylonblank_M","",""
"CUP_80Rnd_S8_M","",""
"CUP_8Rnd_12Gauge_HE","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No00_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No0_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No1_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No2_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No3_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No4_Bird","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_bird_ca.paa"
"CUP_8Rnd_12Gauge_Pellets_No4_Buck","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_12Gauge_Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_8Rnd_762x25_TT","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_tt_CA.paa"
"CUP_8Rnd_82mm_Mo_Flare_white_veh","",""
"CUP_8Rnd_82mm_Mo_shells_veh","",""
"CUP_8Rnd_82mm_Mo_Smoke_white_veh","",""
"CUP_8Rnd_9M311_Tunguska_M","",""
"CUP_8Rnd_9M311M_Tunguska_M","",""
"CUP_8Rnd_9x18_Makarov_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_makarov_CA.paa"
"CUP_8Rnd_9x18_MakarovSD_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_makarov_CA.paa"
"CUP_8Rnd_AGM114K_Hellfire_II_M","",""
"CUP_8Rnd_AGM114L_Hellfire_II_M","",""
"CUP_8Rnd_AGM65_Maverick_M","",""
"CUP_8Rnd_AGM84_Harpoon_M","",""
"CUP_8Rnd_AT10_M","",""
"CUP_8Rnd_AT5_BMP2_M","",""
"CUP_8Rnd_AT9_M","",""
"CUP_8Rnd_B_Beneli_74Pellets","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_ca.paa"
"CUP_8Rnd_B_Beneli_74Slug","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_12gauge_slug_ca.paa"
"CUP_8Rnd_B_Saiga12_74Pellets_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_8Rnd_B_Saiga12_74Slug_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_Saiga12K_CA.paa"
"CUP_8Rnd_pylonblank_M","",""
"CUP_8Rnd_RIM7_M","",""
"CUP_8Rnd_Stinger_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_stinger_ca.paa"
"CUP_96Rnd_40mm_MK19_M","",""
"CUP_APILAS_M","","\CUP\Weapons\CUP_Weapons_MAAWS\data\ui\m_maaws_co.paa"
"CUP_AT13_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_metis_ca.paa"
"CUP_Dragon_EP1_M","","\CUP\Weapons\CUP_Weapons_Javelin\data\ui\m_Javelin_ca.paa"
"CUP_fake_weapon_mag","",""
"CUP_FlareGreen_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_green_ca.paa"
"CUP_FlareGreen_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Green_CA.paa"
"CUP_FlareRed_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_red_ca.paa"
"CUP_FlareRed_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Red_CA.paa"
"CUP_FlareWhite_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_white_ca.paa"
"CUP_FlareWhite_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_CA.paa"
"CUP_FlareYellow_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_Yellow_ca.paa"
"CUP_FlareYellow_M203","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_yelow_CA.paa"
"CUP_HandGrenade_L109A1_HE","","\CUP\Weapons\CUP_Weapons_Grenades\data\ui\m_m67_ca.paa"
"CUP_HandGrenade_L109A2_HE","","\CUP\Weapons\CUP_Weapons_Grenades\data\ui\m_m67_ca.paa"
"CUP_HandGrenade_M67","","\CUP\Weapons\CUP_Weapons_Grenades\data\ui\m_m67_ca.paa"
"CUP_HandGrenade_RGD5","","\CUP\Weapons\CUP_Weapons_Grenades\data\ui\m_rgd5_ca.paa"
"CUP_HandGrenade_RGO","","\CUP\Weapons\CUP_Weapons_Grenades\data\ui\m_rgd5_ca.paa"
"CUP_IED_V1_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_ied_v1_ca.paa"
"CUP_IED_V2_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_ied_v2_ca.paa"
"CUP_IED_V3_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_ied_v3_ca.paa"
"CUP_IED_V4_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_ied_v4_ca.paa"
"CUP_Igla_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_igla_ca.paa"
"CUP_IlumFlareGreen_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_green_ca.paa"
"CUP_IlumFlareRed_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_red_ca.paa"
"CUP_IlumFlareWhite_GP25_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Data\UI\m_gp25_white_ca.paa"
"CUP_Javelin_M","","\CUP\Weapons\CUP_Weapons_Javelin\data\ui\m_Javelin_ca.paa"
"CUP_M136_M","","\CUP\Weapons\CUP_Weapons_M136\data\ui\m_m136_ca.paa"
"CUP_M72A6_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\UI\M_M72A6_CA.paa"
"CUP_MAAWS_HEAT_M","","\CUP\Weapons\CUP_Weapons_MAAWS\data\ui\m_maaws_co.paa"
"CUP_MAAWS_HEDP_M","","\CUP\Weapons\CUP_Weapons_MAAWS\data\ui\m_maaws_co.paa"
"CUP_Mine_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_AT15_ca.paa"
"CUP_MineE_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_TM46_ca.paa"
"CUP_NLAW_M","","\A3\weapons_f\launchers\nlaw\data\UI\gear_nlaw_rocket_ca.paa"
"CUP_OG15V","",""
"CUP_OG7_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_OG7V_ca.paa"
"CUP_PG15V","",""
"CUP_PG7V_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pg7_ca.paa"
"CUP_PG7VL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_PG7VL_ca.paa"
"CUP_PG7VM_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_PG7VM_ca.paa"
"CUP_PG7VR_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_PG7VR_ca.paa"
"CUP_PipeBomb_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_satchel_ca.paa"
"CUP_PTF3IT_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Panzerfaust\data\ui\icon_launch_dm22_ca.paa"
"CUP_PTFHC_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Panzerfaust\data\ui\icon_launch_dm12a1_ca.paa"
"CUP_PTFHE_M","","\CUP\Weapons\CUP_Weapons_Ammunition\Panzerfaust\data\ui\icon_launch_dm32_ca.paa"
"CUP_PylonPod_1200Rnd_TE1_Red_Tracer_30x113mm_M789_HEDP_M","",""
"CUP_PylonPod_1200Rnd_TE1_Red_Tracer_GAU19A_M","",""
"CUP_PylonPod_1200Rnd_TE1_Red_Tracer_GAU19L_M","",""
"CUP_PylonPod_1200Rnd_TE1_Red_Tracer_GAU19R_M","",""
"CUP_PylonPod_1200Rnd_TE1_Red_Tracer_M621_20mm_HE_M","",""
"CUP_PylonPod_12Rnd_CRV7_FAT_M","",""
"CUP_PylonPod_12Rnd_CRV7_HE_M","",""
"CUP_PylonPod_12Rnd_CRV7_KEP_M","",""
"CUP_PylonPod_16Rnd_S5_M","",""
"CUP_PylonPod_16Rnd_S5_plane_M","",""
"CUP_PylonPod_19Rnd_CRV7_FAT_M","",""
"CUP_PylonPod_19Rnd_CRV7_FAT_plane_M","",""
"CUP_PylonPod_19Rnd_CRV7_HE_M","",""
"CUP_PylonPod_19Rnd_CRV7_HE_plane_M","",""
"CUP_PylonPod_19Rnd_CRV7_KEP_M","",""
"CUP_PylonPod_19Rnd_CRV7_KEP_plane_M","",""
"CUP_PylonPod_19Rnd_Rocket_FFAR_M","",""
"CUP_PylonPod_19Rnd_Rocket_FFAR_plane_M","",""
"CUP_PylonPod_1Rnd_AGM65_Maverick_M","",""
"CUP_PylonPod_1Rnd_AIM_120_AMRAAM_INT_M","",""
"CUP_PylonPod_1Rnd_AIM_120_AMRAAM_M","",""
"CUP_PylonPod_1Rnd_AIM_9L_LAU_Sidewinder_M","",""
"CUP_PylonPod_1Rnd_AIM_9L_Sidewinder_M","",""
"CUP_PylonPod_1Rnd_FAB250_M","",""
"CUP_PylonPod_1Rnd_FAB250_plane_M","",""
"CUP_PylonPod_1Rnd_GBU12_M","",""
"CUP_PylonPod_1Rnd_KAB250_M","",""
"CUP_PylonPod_1Rnd_Kh29_M","",""
"CUP_PylonPod_1Rnd_Mk82_M","",""
"CUP_PylonPod_1Rnd_R73_Vympel","",""
"CUP_PylonPod_2000Rnd_TE5_Red_Tracer_762x51_M134A_M","",""
"CUP_PylonPod_20Rnd_S8_CCIP_M","",""
"CUP_PylonPod_20Rnd_S8_M","",""
"CUP_PylonPod_20Rnd_S8_plane_M","",""
"CUP_PylonPod_20Rnd_S8N_CCIP_M","",""
"CUP_PylonPod_20Rnd_S8N_M","",""
"CUP_PylonPod_250Rnd_TE2_Green_Tracer_GSh23_23mm_APHE_M","",""
"CUP_PylonPod_2Rnd_AGM114K_Hellfire_II_M","",""
"CUP_PylonPod_2Rnd_AGM114K_Hellfire_II_Plane_M","",""
"CUP_PylonPod_2Rnd_AGM114L_Hellfire_II_M","",""
"CUP_PylonPod_2Rnd_AIM_120_AMRAAM_M","",""
"CUP_PylonPod_2Rnd_AIM_9L_LAU_Sidewinder_M","",""
"CUP_PylonPod_2Rnd_AT2_M","",""
"CUP_PylonPod_2Rnd_AT6_M","",""
"CUP_PylonPod_2Rnd_Ataka_M","",""
"CUP_PylonPod_2Rnd_GBU12_M","",""
"CUP_PylonPod_2Rnd_Igla_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_igla_ca.paa"
"CUP_PylonPod_2Rnd_Mk82_M","",""
"CUP_PylonPod_32Rnd_S5_M","",""
"CUP_PylonPod_32Rnd_S5_plane_M","",""
"CUP_PylonPod_3Rnd_AGM65_Maverick_M","",""
"CUP_PylonPod_3Rnd_GBU12_M","",""
"CUP_PylonPod_3Rnd_Mk82_M","",""
"CUP_PylonPod_4Rnd_AGM114K_Hellfire_II_M","",""
